X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X91,X94,X95,X96,X97,X98,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X136,X137,X138,X139,X140,X141,X142,X143,fiscal_year,X742,X736
Canada Infrastructure Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.3,30600
Canada Lands Company Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.01,1500
Canada Mortgage and Housing Corporation,51,10,61,52,9,18,0,3,6,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,2018-2019,1.81,292130
Canada Post Corporation,72,18,90,67,23,17,0,12,0,43,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,0,2018-2019,2.6,249728
Canada Revenue Agency,2931,1102,4033,2845,1188,124,59,1079,84,1413,172,589,20,3,73,1,0,4,19,1,1,4,6,2,258,721,0,16,0,0,130,0,0,0,0,0,0,0,0,0,0,0,37,0,31,0,0,0,0,2018-2019,52.5,4369785
Canada School of Public Service,25,0,25,16,9,2,0,12,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,0,0,2018-2019,1.31,85382
Canada-Newfoundland and Labrador Offshore Petroleum Board,5,4,9,8,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,2018-2019,1,102160
Canada-Nova-Scotia Offshore Petroleum Board,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2018-2019,0.5,21776
Canadian Air Transport Security Authority,15,3,18,14,4,10,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2018-2019,1.2,120000
Canadian Broadcasting Corporation,127,35,162,100,62,18,14,9,2,39,45,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,11,0,0,3,0,0,0,0,0,0,0,0,26,1,3,6,0,0,0,2018-2019,6,682878
Canadian Centre for Occupational Health and Safety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.01,124
Canadian Commercial Corporation,18,4,22,20,2,8,0,2,0,8,0,5,2,0,0,0,0,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2018-2019,1.05,167311
Canadian Dairy Commission,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2018-2019,0,0
Canadian Environmental Assessment Agency,46,2,48,36,12,6,1,26,8,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,6,0,0,1,1,0,6,0,0,0,0,0,4,4,8,7,0,0,0,2018-2019,2.69,254976
Canadian Food Inspection Agency,302,69,371,309,62,32,1,165,15,77,12,23,18,2,10,1,0,22,1,2,0,3,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,12,93,0,79,41,0,0,0,2018-2019,12.84,1038785
Canadian Grain Commission,5,0,5,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.2,13120
Canadian Heritage,820,222,1042,863,179,331,15,174,12,191,97,22,16,0,16,1,0,0,34,0,0,0,0,0,3,1,0,2,0,0,25,0,0,4,0,0,0,0,0,0,0,1,89,0,18,2,0,0,0,2018-2019,9.85,895627
Canadian Human Rights Commission,18,4,22,20,2,1,0,1,16,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1,91952
Canadian Institutes of Health Research,18,0,18,16,2,6,3,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2018-2019,1,60000
Canadian Museum for Human Rights,3,0,3,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2018-2019,0.5,35720
Canadian Museum of History and the Canadian War Museum,11,2,13,7,6,0,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1.06,94170
Canadian Museum of Immigration at Pier 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Canadian Museum of Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,3500
Canadian Northern Economic Development Agency,5,0,5,5,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,11190
Canadian Nuclear Safety Commission,248,36,284,261,23,4,1,23,200,16,4,10,3,2,10,0,0,0,9,9,9,0,0,0,0,1,0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,40,40,2,0,0,0,0,2018-2019,3.4,253149
Canadian Race Relations Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,2000
Canadian Radio-television and Telecommunications Commission,31,12,43,39,4,5,4,1,0,20,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,2,1,0,0,0,2018-2019,3.3,223209
Canadian Security Intelligence Service,1146,143,1289,1181,108,102,95,368,15,513,53,52,66,1,5,10,0,44,7,4,702,2,4,639,40,658,2,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019,7.5,638821
Canadian Space Agency,33,1,34,29,5,10,11,3,0,4,5,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2018-2019,0.7,55910
Canadian Transportation Agency,32,1,33,24,9,2,1,20,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,0,0,0,2018-2019,2,106931
Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,22,7,29,25,4,4,0,0,2,1,15,0,0,0,3,1,1,0,0,0,0,0,1,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2018-2019,0.43,41236
Communication Security Establishment,66,70,136,61,75,45,9,0,1,9,2,2,0,0,0,0,0,1,8,38,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,5.03,475354
Copyright Board Canada,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.25,13838
Correctional Service of Canada,452,403,855,408,447,104,8,59,15,266,0,105,2,0,4,2,0,0,2,0,2,4,0,0,0,1,26,0,0,1,7,0,0,0,1,26,0,0,0,0,0,1,34,0,28,2,0,0,0,2018-2019,15,644418
Crown-Indigenous Relations and Northern Affairs Canada,389,111,500,344,156,77,68,65,24,132,23,48,1,0,8,0,1,5,0,0,0,0,0,0,0,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0,1,2,48,0,25,26,0,0,0,2018-2019,9.2,642084
Defence Construction Canada,20,3,23,20,3,0,0,17,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,2018-2019,1.5,138813
Department for Women and Gender Equality,24,4,28,11,17,15,1,2,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2018-2019,1.75,141227
Department of Finance Canada,1724,279,2003,1598,405,879,27,435,19,116,248,58,41,17,36,0,3,152,73,0,0,0,0,0,1,14,0,7,0,3,412,0,0,0,0,0,0,0,0,0,0,7,212,1,134,53,0,0,0,2018-2019,12.75,922144
Department of Justice Canada,886,237,1123,797,326,355,38,67,21,229,176,64,12,1,16,1,0,36,0,0,1,0,1,0,7,6,0,13,0,0,3,0,0,1,0,0,0,0,0,0,0,1,4,0,13,4,0,0,0,2018-2019,23.08,2250999
Destination Canada,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-2019,0.1,12000
Economic Development Agency of Canada for the Regions of Quebec,19,1,20,20,0,5,1,6,3,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,2018-2019,1.29,111159
Elections Canada,31,11,42,31,11,7,0,15,1,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,2018-2019,2.05,212774
Employment and Social Development Canada,1409,414,1823,1509,314,429,26,332,140,350,132,226,3,2,7,1,0,22,23,23,0,0,0,0,4,19,1,128,0,0,8,0,0,0,0,0,0,0,0,0,0,0,90,0,68,6,0,0,0,2018-2019,19.48,1521865
Environment and Climate Change Canada,1794,449,2243,1719,524,160,13,1377,85,89,70,90,14,1,3,3,0,42,0,0,0,0,0,0,4,8,0,93,0,0,12,1,0,1,0,0,0,0,0,0,0,0,80,0,41,7,0,0,0,2018-2019,16,1207760
Exinvest Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,721
Export Development Canada,35,4,39,36,3,17,0,13,2,3,0,4,3,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,8,0,7,1,0,0,0,2018-2019,6.34,199769
Farm Credit Canada,6,0,6,5,1,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.5,25000
Farm Products Council of Canada,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,1370
Federal Bridge Corporation Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,0
Federal Economic Development Agency for Southern Ontario,27,4,31,28,3,2,1,18,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,2018-2019,0.98,93233
Federal Public Service Health Care Plan Administration Authority,5,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.03,1500
Financial Consumer Agency of Canada,8,0,8,5,3,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1,136402
Financial Transactions and Reports Analysis Centre of Canada,79,11,90,75,15,32,3,29,0,15,0,7,10,3,1,0,0,1,16,3,10,1,0,0,2,39,0,2,10,0,20,0,0,0,0,0,0,0,0,0,0,1,13,0,14,0,0,0,0,2018-2019,1.5,176560
First Nations Financial Management Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,3.1,3625
First Nations Tax Commission,3,0,3,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.22,67786
Fisheries and Oceans Canada,491,88,579,495,84,79,10,174,50,94,84,38,2,1,9,1,1,11,14,1,0,0,0,0,4,12,0,123,2,0,42,0,0,0,0,0,0,0,0,0,0,0,90,0,100,15,0,0,0,2018-2019,22.44,2099497
Freshwater Fish Marketing Corporation,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,14132
Global Affairs Canada,1308,408,1716,1245,471,671,85,103,36,173,240,128,169,33,7,1,0,12,558,16,44,1,0,0,2,9,0,18,2,0,50,0,0,0,1,0,0,0,0,0,7,12,116,0,198,18,0,0,0,2018-2019,49.97,4168389
Great Lakes Pilotage Authority,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,4000
Gwich'in Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Gwich'in Land Use Planning Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Halifax Port Authority,6,0,6,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2018-2019,1.05,50000
Hamilton Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.01,1650
Health Canada,1942,1610,3552,2255,1297,513,54,831,96,259,189,377,40,19,27,2,1,51,25,2,0,1,3,0,4,7,1,14,0,2,114,0,0,0,0,0,1,0,0,0,0,20,288,1,215,34,4,0,0,2018-2019,76.43,7690019
Historic Sites and Monuments Board of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Immigration and Refugee Board,225,19,244,210,34,5,20,177,2,21,0,20,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,2.1,178000
Immigration Refugees and Citizenship Canada,82387,12506,94893,83895,10998,395,2060,47543,3760,23143,5486,6146,3546,47,26,7,1,13721,1373,960,11388,4,1,1,320,16043,0,478,1,5,82,1,0,0,0,0,0,0,0,0,0,3,72,1,22,12,0,0,0,2018-2019,74.68,4847695
Indigenous Services Canada,499,50,549,395,154,149,86,71,19,105,69,31,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,1,43,11,8,8,5,0,0,2018-2019,9.2,642084
Ingenium - Canada's Museum of Science and Innovation,2,3,5,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.13,7800
Innovation Science and Economic Development Canada,1110,379,1489,1228,261,601,32,161,59,75,182,76,10,3,8,5,0,0,91,0,0,0,0,0,1,8,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,162,1,147,6,0,0,0,2018-2019,15.8,1251336
International Development Research Centre,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.75,3000
Jacques Cartier and Champlain Bridges Incorporated,3,0,3,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,2018-2019,0.15,23701
Laurentian Pilotage Authority Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Library and Archives of Canada,1384,404,1788,1278,510,39,554,43,54,415,279,124,24,6,5,10,0,42,1,1,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,0,0,0,2018-2019,38.34,2473005
Mackenzie Valley Environmental Impact Review Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,567
Mackenzie Valley Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Marine Atlantic Inc,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2018-2019,0,2760
Military Grievances External Review Committee,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,5948
Military Police Complaints Commission,16,0,16,13,3,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2018-2019,0.29,19420
Montreal Port Authority,4,3,7,7,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.2,27000
Nanaimo Port Authority,3,0,3,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-2019,1,5000
National Arts Centre,8,0,8,2,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,14200
National Capital Commission,82,23,105,92,13,35,8,1,4,29,5,10,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,2,16,0,17,8,0,0,0,2018-2019,3.02,338470
National Defence,2275,1256,3531,2518,1013,465,97,204,89,1267,153,717,91,7,10,4,0,0,94,403,0,0,40,3,18,22,0,64,0,5,36,0,0,0,0,0,0,0,0,0,5,7,189,0,194,28,0,0,0,2018-2019,50.76,4725119
National Energy Board,20,12,32,22,10,4,5,5,0,6,0,1,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,2018-2019,5.55,512596
National Film Board of Canada,6,0,6,5,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-2019,0.6,37043
National Gallery of Canada,21,1,22,22,0,11,1,0,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,2018-2019,0.63,94766
National Research Council of Canada,23,7,30,24,6,8,2,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,8,4,0,0,0,2018-2019,1.59,153513
Natural Resources Canada,317,97,414,297,117,83,6,50,39,43,96,28,7,2,5,0,1,1,42,2,1,0,0,0,0,1,0,39,0,1,3,0,0,0,1,0,0,0,0,0,0,1,62,0,41,12,0,0,0,2018-2019,11.45,1118593
Natural Sciences and Engineering Research Council of Canada,26,3,29,13,16,0,0,12,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,2018-2019,2.26,209095
"Non-Public Property and Staff of the Non-Public Funds, Canadian Forces",7,3,10,9,1,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.5,60241
Northern Pipeline Agency Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Nunavut Impact Review Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,14409
Nunavut Planning Commission,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,21738
Nunavut Surface Rights Tribunal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Nunavut Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.01,1000
Office of Infrastructure of Canada,122,58,180,154,26,71,4,4,27,13,3,25,1,0,15,10,3,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,32,0,20,14,0,0,0,2018-2019,5.96,429517
Office of the Administrator of the Ship-source Oil Pollution Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,1671
Office of the Auditor General of Canada,7,8,15,15,0,0,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2018-2019,1.25,167075
Office of the Commissioner of Lobbying,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,28839
Office of the Commissioner of Official Languages,18,2,20,18,2,0,0,11,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,3,27500
Office of the Correctional Investigator of Canada,39,2,41,39,2,2,0,3,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.48,45014
Office of the Information Commissioner of Canada,62,1,63,60,3,12,1,7,3,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,1,1,0,4,2,0,0,0,2018-2019,1.37,104303
Office of the Ombudsman for the Department of National Defence and the Canadian Forces,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.18,27548
Office of the Privacy Commissioner of Canada,49,8,57,47,10,15,0,19,1,12,2,4,2,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,0,0,2,1,0,0,0,16,0,0,0,0,0,3,6,0,13,1,0,0,0,2018-2019,1.9,162729
Office of the Public Sector Integrity Commissioner of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.09,22475
Office of the Superintendent of Financial Institutions Canada,33,13,46,34,12,7,0,17,1,8,0,3,5,1,1,0,0,5,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,25,14,0,0,0,2018-2019,4.6,389281
Old Port of Montreal,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2018-2019,0.05,5000
Oshawa Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Pacific Pilotage Authority Canada,6,0,6,6,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.01,1800
